scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene_wheel,30.0,1,9.890995761369055,FALSE,10.30,0.490,7.9,0.0000,0.0000,-0.0515
scene_wheel,30.0,2,3.030853845210067,FALSE,11.80,0.193,36.1,0.0000,0.0000,-0.0590
scene_wheel,30.0,3,-4.634399964819504,FALSE,9.21,0.067,24.8,0.0000,0.0000,-0.0460
scene_wheel,30.0,4,7.345352283351935,FALSE,10.30,0.233,5.8,0.0000,0.0000,-0.0515
scene_wheel,30.0,5,9.748830145037603,FALSE,7.14,0.423,13.3,0.0000,0.0000,-0.0357
scene_wheel,30.0,6,-1.1773576564518324,FALSE,9.45,0.214,23.4,0.0000,0.0000,-0.0472
scene_wheel,30.0,7,-1.7495459955731238,FALSE,2.97,0.113,39.2,0.0000,0.0000,-0.0149
scene_wheel,30.0,8,-9.942867795674475,FALSE,5.31,0.069,8.0,0.0000,0.0000,-0.0265
scene_wheel,30.0,9,-8.199592299012352,FALSE,8.35,0.131,2.2,0.0000,0.0000,-0.0418
scene_wheel,30.0,10,-2.1835078857593384,FALSE,14.03,0.221,3.3,0.0000,0.0000,-0.0702
scene_wheel,30.0,11,-8.768323375423096,FALSE,5.10,0.010,6.1,0.0000,0.0000,-0.0255
scene_wheel,30.0,12,8.818961580551909,FALSE,24.09,0.346,2.4,0.0000,0.0000,-0.1205
scene_wheel,30.0,13,4.7516781378384305,FALSE,7.13,0.052,3.8,0.0000,0.0000,-0.0357
scene_wheel,30.0,14,-9.33791199092726,FALSE,9.43,0.321,28.9,0.0000,0.0000,-0.0471
scene_wheel,30.0,15,8.903126193815172,FALSE,10.04,0.329,8.6,0.0000,0.0000,-0.0502
scene_wheel,30.0,16,0.9454344639566441,FALSE,10.59,0.195,12.0,0.0000,0.0000,-0.0530
scene_wheel,30.0,17,-2.1220535336235087,FALSE,9.19,0.183,24.0,0.0000,0.0000,-0.0459
scene_wheel,30.0,18,10.208183665121954,FALSE,14.15,0.367,9.8,0.0000,0.0000,-0.0708
scene_wheel,30.0,19,1.0069120858781002,FALSE,9.50,0.069,24.8,0.0000,0.0000,-0.0475
scene_wheel,50.0,0,-3.2401957082633834,FALSE,0.01,0.003,0.3,0.0000,0.0000,-0.0000
scene_wheel,50.0,1,3.5148038088980686,FALSE,9.98,0.021,38.3,0.0000,0.0000,-0.0499
scene_wheel,50.0,2,-8.366263138559187,FALSE,9.78,0.377,38.4,0.0000,0.0000,-0.0489
scene_wheel,50.0,3,-4.3312183461274065,FALSE,2.98,0.245,38.9,0.0000,0.0000,-0.0149
scene_wheel,50.0,4,-4.805432335988545,FALSE,3.00,0.195,40.0,0.0000,0.0000,-0.0150
scene_wheel,50.0,5,-4.3284874816647605,FALSE,3.00,0.121,38.8,0.0000,0.0000,-0.0150
scene_wheel,50.0,6,-3.5434396333754283,FALSE,9.21,0.045,25.2,0.0000,0.0000,-0.0460
scene_wheel,50.0,7,-2.250454262657185,FALSE,9.14,0.179,22.8,0.0000,0.0000,-0.0457
scene_wheel,50.0,8,2.088632630796953,FALSE,10.88,0.047,19.8,0.0000,0.0000,-0.0544
scene_wheel,50.0,9,-5.552979699266121,FALSE,5.36,0.076,7.9,0.0000,0.0000,-0.0268
scene_wheel,50.0,10,11.156149909879026,FALSE,10.24,0.348,7.8,0.0000,0.0000,-0.0512
scene_wheel,50.0,11,-3.094628262575576,FALSE,7.94,0.061,5.4,0.0000,0.0000,-0.0397
scene_wheel,50.0,12,-10.477387124482526,FALSE,5.27,0.131,8.3,0.0000,0.0000,-0.0263
scene_wheel,50.0,13,-11.09022181542544,FALSE,5.27,0.067,6.1,0.0000,0.0000,-0.0263
scene_wheel,50.0,14,-6.072895933711872,FALSE,10.85,0.839,16.9,0.0000,0.0000,-0.0542
scene_wheel,50.0,15,4.770896759671503,FALSE,11.71,0.025,33.3,0.0000,0.0000,-0.0586
scene_wheel,50.0,16,9.672617727044038,FALSE,18.78,0.418,4.4,0.0000,0.0000,-0.0939
scene_wheel,50.0,17,-5.4238953827639955,FALSE,5.36,0.075,8.5,0.0000,0.0000,-0.0268
scene_wheel,50.0,18,8.232623546675248,FALSE,26.21,0.275,12.5,0.0000,0.0000,-0.1310
scene_wheel,50.0,19,-1.3841631437609292,FALSE,10.69,0.404,16.5,0.0000,0.0000,-0.0535
